player_id,player_name,team_id,team_name,league_id,season,minutes_played,fouls_committed,fouls_drawn,yellow_cards,red_cards,fouls_per_90
70550,A. Espínola,2140,2 de Mayo,13,2026,0,0,0,0,0,0.0
70551,C. Saiz,2140,2 de Mayo,13,2026,373,3,1,1,0,0.72
70586,B. Ayala,2140,2 de Mayo,13,2026,87,3,4,2,0,3.1
70622,M. Barreto,2140,2 de Mayo,13,2026,59,0,0,0,0,0.0
70692,P. Sosa,2140,2 de Mayo,13,2026,373,1,2,0,0,0.24
70722,C. Servín,2140,2 de Mayo,13,2026,0,0,0,0,0,0.0
70728,E. Alfonso,2140,2 de Mayo,13,2026,267,1,2,0,0,0.34
70810,R. Ruiz Díaz,2140,2 de Mayo,13,2026,236,3,3,1,0,1.14
95209,V. Dávalos,2140,2 de Mayo,13,2026,314,3,1,2,0,0.86
95222,S. Fretes,2140,2 de Mayo,13,2026,15,0,0,0,0,0.0
95235,Orlando David Colmán,2140,2 de Mayo,13,2026,94,1,1,0,0,0.96
95371,U. Coronel,2140,2 de Mayo,13,2026,178,0,0,0,0,0.0
195791,P. Delvalle,2140,2 de Mayo,13,2026,323,2,4,0,0,0.56
237092,D. Acosta,2140,2 de Mayo,13,2026,162,4,5,2,0,2.22
278381,Ó. Romero,2140,2 de Mayo,13,2026,344,6,2,0,0,1.57
406563,A. Gómez,2140,2 de Mayo,13,2026,268,4,7,1,0,1.34
425002,S. Sanabria,2140,2 de Mayo,13,2026,310,7,6,0,0,2.03
535686,C. Castro,2140,2 de Mayo,13,2026,239,3,2,0,0,1.13
535703,J. Diaz,2140,2 de Mayo,13,2026,63,1,0,0,0,1.43
535744,A. Martinez,2140,2 de Mayo,13,2026,373,0,1,1,0,0.0
2559,E. Pavez,2553,Alianza Lima,13,2026,77,1,0,0,0,1.17
6012,F. Girotti,2553,Alianza Lima,13,2026,123,0,0,0,0,0.0
6087,F. Gaibor,2553,Alianza Lima,13,2026,92,1,2,0,0,0.98
